mean,sd,median,mode,q25,q75,iqr,skew,kurt,zcr,energy,energy_entropy,spectral_centroid,spectral_spread,spectral_entropy,spectral_flux,spectral_rolloff,label
1358.3351330180549,1485.185508287476,752.2,137.20000000000002,362.8,2005.8000000000002,1643.0000000000002,5.02755551241258,40.48162195467144,0.06287381840365783,0.007794043764205214,2.7792103339209717,0.16790436093049577,0.19861805449734596,0.5676994668755715,0.014228085910693026,0.11359296482412058,male
1800.6215049520408,1949.559556475026,799.6918335901386,105.7010785824345,258.55161787365176,3014.175654853621,2755.6240369799693,6.1866302332289225,53.83785384207056,0.13249960888610762,0.03427960314916102,2.72345296853896,0.22362305075728073,0.20533802811357005,0.8318925089888316,0.00792373556664282,0.21939453125000002,male
1846.576541821366,2019.0676762653388,791.2904752721726,128.74949597657823,312.7574902263284,2973.8609070668463,2661.1034168405176,8.524106215279543,106.87872661291131,0.11539246753477309,0.020065038411495,2.832155176840442,0.22280510594570896,0.21965137884691424,0.7741527104985118,0.008835544031299058,0.19792553191489362,male
1226.408699782296,1735.7778912100619,343.3228452055501,124.61959044720689,146.62746513987034,1513.0413851206133,1366.413919980743,7.997093099394636,85.95478156406926,0.06674141287720763,0.025025588903843644,2.6769636356985225,0.19130669946649728,0.21866326992073062,0.4399850223879803,0.013591860990571596,0.13616319444444447,male
1701.3705851132763,1808.3602793171958,807.4144239520068,259.72771679575044,348.5819356995598,2703.961664902212,2355.379729202652,4.726198040452538,32.76656324188599,0.1480610161197738,0.01935664652826246,2.7467072755387187,0.24284571996061535,0.20911768334339031,0.9110743139474846,0.009186656124547067,0.25546992481203007,male
1371.8657750875402,1463.096131695437,740.2,133.20000000000002,278.2,2130.8,1852.6000000000001,6.7907206745885835,72.04805818135101,0.06364110917541399,0.009737706700815259,2.8385173057304667,0.17790064973516978,0.20769983157408023,0.5295634813773803,0.011292876573969986,0.1047989949748744,male
1371.8657750875402,1463.096131695437,740.2,133.20000000000002,278.2,2130.8,1852.6000000000001,6.7907206745885835,72.04805818135101,0.06364110917541399,0.009737706700815259,2.8385173057304667,0.17790064973516978,0.20769983157408023,0.5295634813773803,0.011292876573969986,0.1047989949748744,male
1839.7542936011948,2068.769731568845,812.0267260579064,458.35189309576833,379.5100222717149,3266.3697104677058,2886.859688195991,5.11083013287144,37.25176782906073,0.1111616793719422,0.019490946456259536,2.825806114261897,0.19649780967964556,0.20193067786867577,0.6986912840442621,0.008234642082492584,0.1756818181818182,male
1495.8796252508596,1658.7887505404158,718.5840707964602,118.58407079646018,352.21238938053096,2120.0,1767.787610619469,6.832730600021899,72.35525058664042,0.10177900947613086,0.022244878329274326,2.8514498449682546,0.19648856369170734,0.20859011218680276,0.6688873986531064,0.009342437670792953,0.16350446428571427,male
1823.2394036978894,2267.5663696322945,550.2212090183729,118.39029385058248,228.74364869303145,3606.112710341763,3377.3690616487315,8.675672964528962,110.05391121082125,0.06951071652065083,0.022246661928699403,2.778457562564239,0.17964870803769464,0.21441949272698232,0.4268109486680294,0.015740360032938286,0.12494140625,male
1751.7325432330804,1886.976973784211,756.4864930462852,606.9755588456591,420.57231620591733,2666.7313900148056,2246.159073808888,4.790941781807725,31.532862923408274,0.12475152764485017,0.03724443588733517,2.872693517276566,0.2161225790310509,0.20214182534500963,0.7131304127753654,0.009834629771879594,0.19808823529411768,male
1532.2951329726409,1694.2972216077312,787.25,134.25,378.25,2262.25,1884.0,4.920108713315793,36.95800371601566,0.06338111318393275,0.01415021327534596,2.9046447004419456,0.16683263405043194,0.20305805846159097,0.4839463408556229,0.01273567022040328,0.10078616352201257,male
1532.2951329726409,1694.2972216077312,787.25,134.25,378.25,2262.25,1884.0,4.920108713315793,36.95800371601566,0.06338111318393275,0.01415021327534596,2.9046447004419456,0.16683263405043194,0.20305805846159097,0.4839463408556229,0.01273567022040328,0.10078616352201257,male
1015.6082262607476,1353.151553900813,450.1766784452297,105.30035335689047,249.46996466431096,1130.7420494699647,881.2720848056538,6.440561932946784,55.13273692161765,0.06182728410513143,0.04435930131147609,2.7400916289686403,0.15691731357319466,0.1958608358436146,0.4225841521590964,0.010711345167457104,0.09122727272727273,male
1154.0098357701277,1530.9155216255972,416.3487738419619,129.15531335149865,253.40599455040874,1467.0299727520437,1213.623978201635,9.129203703461556,120.78193649807037,0.07648449450702267,0.047119929736894245,2.827346992592697,0.18070262158812922,0.21004770292555353,0.5471576049009358,0.01274444204244507,0.12208333333333332,male
1257.2559668979975,1616.2845572753615,493.1185415820585,122.0161545056631,241.14435269166552,1581.8780740941293,1340.7337214024637,9.206609599933435,127.25382846913298,0.08156028368794327,0.041782037580301364,2.635535499441519,0.17501218888773626,0.19959629106196305,0.5190342098506932,0.011176165833872202,0.1339351851851852,male
1632.7423359185264,1574.0217077002158,986.8249601853192,257.13044737223106,421.60127406978427,2585.2034168235123,2163.602142753728,6.847084072612845,73.52108505483677,0.12440550688360454,0.02300652599812775,2.79298430676527,0.21386397025204462,0.19889495262789647,0.7844429191217341,0.006531516170112791,0.2327,male
1205.6552780803504,1276.6274219297968,580.3333333333333,419.3333333333333,304.66666666666663,1873.3333333333333,1568.6666666666665,7.193803566625108,67.35979826845497,0.046370988946266865,0.017049794428264167,2.858040255061024,0.1555142023498214,0.20755784044871464,0.35376085500107846,0.012320155338415692,0.06273109243697479,male
1205.6552780803504,1276.6274219297968,580.3333333333333,419.3333333333333,304.66666666666663,1873.3333333333333,1568.6666666666665,7.193803566625108,67.35979826845497,0.046370988946266865,0.017049794428264167,2.858040255061024,0.1555142023498214,0.20755784044871464,0.35376085500107846,0.012320155338415692,0.06273109243697479,male
2017.9128178384908,2102.302544134814,955.249569707401,96.04130808950086,407.5731497418244,3731.497418244406,3323.924268502582,5.600442059495437,48.24557855311911,0.10032105349077652,0.016267029822462142,2.759676419497136,0.18579524847990594,0.1909884848401023,0.6407701669117574,0.00926683550355232,0.16621739130434784,male
1617.2645923167447,1976.2350831213669,636.571485789623,124.16348191785852,347.6577493700039,1917.4579863486927,1569.8002369786886,7.836167277506953,98.6751710082295,0.10436187125799141,0.024001407052711327,2.9504710531332052,0.20090733082775214,0.21871921357423085,0.6101531123065798,0.008371497863095252,0.15454391891891894,male
1541.713709393417,2146.457186297415,486.4040660736976,105.46378653113088,211.18170266836088,1429.2249047013977,1218.0432020330368,9.302947308177545,137.55557306792952,0.06937357594428933,0.02317835623204852,2.670029257578631,0.17069634761162747,0.212866833101167,0.36883172971276845,0.015148047930907392,0.10841346153846154,male
1724.4968875104369,1878.1502846427572,821.259794194063,246.14881037621979,471.02146028109075,2549.5386755590102,2078.5172152779196,4.063357309254959,23.313048647271536,0.129159383113189,0.026560805113735705,2.776111785773691,0.20714078871512448,0.1922565095719157,0.7621174733168401,0.009821511556459116,0.19351239669421486,male
1352.3201913243022,1521.3079558080221,702.0,140.5,347.5,1768.0,1420.5,4.914489819253583,36.90659487634071,0.07086688549365952,0.01360403686465314,2.8933444015287906,0.15772118309463387,0.1871391478450828,0.5323383076228383,0.012531245100786159,0.11257861635220127,male
1352.3201913243022,1521.3079558080221,702.0,140.5,347.5,1768.0,1420.5,4.914489819253583,36.90659487634071,0.07086688549365952,0.01360403686465314,2.8933444015287906,0.15772118309463387,0.1871391478450828,0.5323383076228383,0.012531245100786159,0.11257861635220127,male
2043.4573995816063,2164.2420356700295,781.8499127399651,198.60383944153577,336.1256544502618,3693.542757417103,3357.4171029668414,5.6009051291900205,45.8959960172784,0.10314884756387964,0.019645850611997563,2.7616238053053443,0.19662518981569935,0.19535251925406646,0.5779804400519393,0.009763219192751672,0.17095132743362834,male
1913.8692078288334,2121.996445990997,691.2,125.12,300.16,3465.28,3165.1200000000003,8.353622139207628,106.77778261940581,0.10782631515200451,0.04067506004072796,2.788086876027269,0.21383919298477813,0.215622405236986,0.6081914019045167,0.010414586800650119,0.1588911290322581,male
1667.0557736697913,2173.9767896725884,465.3494854578285,110.79749653757823,208.97249346960956,2704.3004154906116,2495.327922021002,9.1189926231536,123.3395233513931,0.07978057678481082,0.024757808766826046,2.7416934643369646,0.18544547520968754,0.21125382920140737,0.43849606961432736,0.011785926295213883,0.1325177304964539,male
2062.1287327604855,2101.829487731895,1029.0696473213363,146.11268362223922,331.5633974504659,3440.920642135493,3109.357244685027,5.29901118768357,39.16667153109337,0.1463287442636629,0.010285750704935514,2.781201270891168,0.2448956460645037,0.20952641268550962,0.8620741131116605,0.00940937751509596,0.2521666666666667,male
1567.049997785253,1796.5699440681158,688.75,131.0,324.5,2480.75,2156.25,5.30015682358254,42.167328029678096,0.07708535039869019,0.016056761366135243,2.8033452993660184,0.178463207673376,0.1999153627451516,0.5547973733265942,0.0134254593033212,0.12567610062893084,male
1567.049997785253,1796.5699440681158,688.75,131.0,324.5,2480.75,2156.25,5.30015682358254,42.167328029678096,0.07708535039869019,0.016056761366135243,2.8033452993660184,0.178463207673376,0.1999153627451516,0.5547973733265942,0.0134254593033212,0.12567610062893084,male
1713.418827218845,1965.754337744039,679.8264642082429,100.65075921908893,376.5726681127982,2259.4360086767892,1882.863340563991,4.906478931061894,34.68158950916247,0.09885983853443175,0.019303823169469585,2.783618477301152,0.19309758827730406,0.2025749987449333,0.7089714333565197,0.008731207985246466,0.16519230769230767,male
1854.814546932885,1968.2957380991097,738.08660332197,133.07221778970526,348.54089601315246,2935.3255482217546,2586.784652208602,6.547262786944082,63.9267637194984,0.09884905151046651,0.020604366944048717,2.7274335206781246,0.2136735556366728,0.21899067232537747,0.6625397755946999,0.01048085249552858,0.16181372549019607,male
1391.1270103211502,1793.7690503317149,554.5500384809321,128.23438868395215,222.49940288208913,1733.71195031979,1511.212547437701,7.598165796342836,84.09221814824517,0.08343763037129745,0.022781925430901,2.618536323066303,0.19909817018452042,0.21763986700138124,0.6365132357770231,0.009888263507405867,0.15739247311827959,male
1738.2563551696333,1762.5857890343336,847.3562825659861,587.2270151761054,447.8232396571851,2749.3522394009283,2301.528999743743,4.533490650802838,30.2374453966211,0.12326454579852722,0.026131679674784625,2.7679456003117653,0.2253033765927293,0.20455797577666354,0.8918976311579189,0.007832414654842688,0.22500000000000006,male
1403.0136149384027,1422.8406048130175,773.5,125.0,382.0,2086.5,1704.5,6.3752845315224365,69.22870863394952,0.05112522728882802,0.01381844096260553,2.867534489393383,0.16138003783860996,0.201150179948037,0.4509097400403153,0.01416840017945815,0.09294025157232705,male
1403.0136149384027,1422.8406048130175,773.5,125.0,382.0,2086.5,1704.5,6.3752845315224365,69.22870863394952,0.05112522728882802,0.01381844096260553,2.867534489393383,0.16138003783860996,0.201150179948037,0.4509097400403153,0.01416840017945815,0.09294025157232705,male
2017.041053811243,2104.2872165137856,1126.418152350081,487.5202593192869,402.91734197730955,3326.094003241491,2923.1766612641813,4.709701784018451,31.015616600506775,0.14333490633784035,0.01758764253182926,2.6403761491553386,0.22709513306728563,0.20271533775016418,0.9002995634850468,0.009259961558925993,0.2395081967213115,male
2138.3748448987117,2221.4473267490184,907.7414008920858,159.37659773276212,320.1636078348407,4015.4440154440153,3695.2804076091747,7.692933360333017,84.13803660179477,0.12240300375469335,0.017042758193641802,2.822129324679897,0.223449202113489,0.2195822859793831,0.7235753117226082,0.009321316713046045,0.17930357142857142,male
1673.1200812679117,2035.4063900694143,553.5444947209653,127.60180995475112,229.26093514328807,2748.1146304675717,2518.8536953242838,8.395081606891814,108.34872635833587,0.09593098243032798,0.013501528675404344,2.6081696958687326,0.2002427190887885,0.21560152667824667,0.5976917210444347,0.011811083738923643,0.16290076335877862,male
1961.9178199641033,1931.5114299921047,1171.2948517940717,379.7191887675507,468.01872074883,3105.148205928237,2637.1294851794073,4.4105788805966135,28.36371455721725,0.1696116208252441,0.01761283474164237,2.5987582011216337,0.2590569012076581,0.20752954432917622,1.0325413493142859,0.0077326228259476815,0.2783070866141733,male
1499.2567879726018,1577.0201413492252,827.4000000000001,152.4,358.8,2231.2000000000003,1872.4000000000003,5.063350766036713,40.603362895945565,0.07271023452682687,0.01308909473945287,2.834215671310874,0.1783995044138253,0.2078509332690651,0.5628462243282594,0.013552024701726886,0.11611809045226132,male
1499.2567879726018,1577.0201413492252,827.4000000000001,152.4,358.8,2231.2000000000003,1872.4000000000003,5.063350766036713,40.603362895945565,0.07271023452682687,0.01308909473945287,2.834215671310874,0.1783995044138253,0.2078509332690651,0.5628462243282594,0.013552024701726886,0.11611809045226132,male
1846.6987075584623,2021.6951006941028,776.049766718507,192.2239502332815,306.68740279937794,3352.7216174183513,3046.0342146189732,5.743277903127227,47.317568663702446,0.10242133375380642,0.032488092284161434,2.847902025408272,0.19173806073835684,0.19935999511939273,0.6051230472452248,0.008514650893917938,0.16013779527559052,male
1691.0492374649327,1951.2098371623517,646.2980047394223,139.21600549917693,287.98321303883796,2533.6734140120475,2245.6902009732094,8.059183133775552,97.12425713112304,0.09754894347861834,0.02902891504102753,2.8914199339791997,0.20522349733746337,0.22166505228950276,0.5946583016069452,0.008948893735479425,0.14978102189781023,male
1700.152645357987,2185.2708363457546,474.547983310153,111.26564673157162,202.50347705146035,2885.1182197496523,2682.614742698192,8.936821985846699,117.41018529879958,0.06865976837243737,0.022933728208811423,2.789305389544873,0.17502272424309986,0.21106298807928758,0.3873887180858433,0.013467653443315679,0.11985915492957748,male
2033.457404202518,1995.0474600956406,1178.0229694930547,564.5006672806902,414.4283002199207,3202.6465667938573,2788.2182665739365,5.030536065892705,35.55862429078739,0.12745098039215685,0.02384413061009839,2.8398789746385145,0.21583393632128087,0.2022653549894149,0.7441102828200523,0.007041964476929049,0.20312499999999997,male
1632.626518520704,1821.2631027460254,767.4000000000001,140.4,301.40000000000003,2582.0,2280.6,5.963992963777085,53.8662985404724,0.0632197281778102,0.013270793383024667,2.907178583873634,0.16786743002397078,0.20160106661497953,0.4866844433865584,0.013402762090008076,0.09976130653266332,male
1632.626518520704,1821.2631027460254,767.4000000000001,140.4,301.40000000000003,2582.0,2280.6,5.963992963777085,53.8662985404724,0.0632197281778102,0.013270793383024667,2.907178583873634,0.16786743002397078,0.20160106661497953,0.4866844433865584,0.013402762090008076,0.09976130653266332,male
1160.5494836089028,1404.8271116219187,577.8471138845554,173.79095163806554,277.0670826833073,1435.569422776911,1158.5023400936038,5.621744225274346,47.34349688592095,0.08716604416938492,0.01678737354962224,2.8006348710240907,0.1658305123257644,0.1918039361786105,0.6226293682835822,0.007429610764358404,0.14114173228346458,male
1266.2437160505392,1612.8580223685303,528.3358212981781,131.5084261074441,281.7215517706516,1597.381342062193,1315.6597902915414,6.57846040738579,60.97162419316036,0.09763109684206707,0.036825748581158786,3.0332214117301177,0.19769750012283094,0.218638589461412,0.7198246451069836,0.007638616603229692,0.16313405797101452,male
886.0923770545269,1319.0170607827697,366.8796504656625,106.96276342372826,149.2748148026478,868.31688047174,719.0420656690922,9.462092455499501,126.83590675622791,0.06598479887939393,0.017945500851450313,2.7676094849910737,0.16596053591972904,0.2086974560682278,0.40319051674186385,0.012369664427854477,0.11392384105960265,male
1493.7854117681684,1380.3249282522265,900.1424530005418,218.9362171706025,434.98324672458415,2459.3407034369293,2024.357456712345,4.148321073218954,26.103151620114364,0.12229718041861268,0.02119978181501078,2.892569068108681,0.2061498041645318,0.19394806974487594,0.8799095194451443,0.007686067266509509,0.21871951219512195,male
1122.7891057826787,1203.5194940934907,676.6,136.4,288.8,1493.0,1204.2,5.937738123983223,56.77802667107775,0.05357827938189068,0.012524634410118236,2.910784046143921,0.15053701040736453,0.1944577591475803,0.43190147691474545,0.010410435615740506,0.07796482412060302,male
1122.7891057826787,1203.5194940934907,676.6,136.4,288.8,1493.0,1204.2,5.937738123983223,56.77802667107775,0.05357827938189068,0.012524634410118236,2.910784046143921,0.15053701040736453,0.1944577591475803,0.43190147691474545,0.010410435615740506,0.07796482412060302,male
2268.20435636991,2229.7976610272535,1387.6019575856444,221.53344208809136,415.00815660685157,3799.347471451876,3384.3393148450245,5.55911492294367,42.82071335214164,0.1769360460906712,0.015327336429689954,2.7819639555444042,0.2518470257081524,0.20214081361182865,1.058603402442256,0.007621696952135189,0.30010330578512395,male
2451.807773438109,2274.1457386364955,1630.5966577975155,135.372600065083,405.198981642771,4442.79397408166,4037.594992438889,8.577739047491526,109.01859910148765,0.18711373713265614,0.03769482777229118,2.8583187144645676,0.27424306674380694,0.21594977734012413,0.9774408701490956,0.00970665894398421,0.27953488372093027,male
1887.812504934687,2221.4001956577345,555.9214961191041,112.47857321700276,217.5612950443944,3576.202307351554,3358.6410123071596,8.32065652793284,103.39024897306174,0.1061287546933667,0.015129927278640046,2.617472210296204,0.2155802586613676,0.20717163224456148,0.641564766425881,0.01427112581350628,0.200625,male
2104.300396475338,2002.923991548973,1461.7686381867957,360.9431039239405,467.5622333991214,3233.2081237664734,2765.645890367352,4.389360700318463,26.24281948577806,0.1970998230546804,0.02337366186138321,2.753837011363613,0.28338560118032136,0.20687853677769852,1.064642276489362,0.008149021432831626,0.30566810344827583,male
1667.5752766475123,1649.9682076697716,1010.25,137.0,377.25,2558.0,2180.75,4.671795253103235,32.55595082455405,0.09262364118670349,0.015667569366835582,2.8651839645209733,0.19966148607257855,0.20289725111280096,0.7428946834022396,0.01452724104417806,0.16452830188679246,male
1667.5752766475123,1649.9682076697716,1010.25,137.0,377.25,2558.0,2180.75,4.671795253103235,32.55595082455405,0.09262364118670349,0.015667569366835582,2.8651839645209733,0.19966148607257855,0.20289725111280096,0.7428946834022396,0.01452724104417806,0.16452830188679246,male
2013.5410587127828,2146.223086288365,947.5592747559275,185.49511854951186,337.7963737796374,3473.3612273361227,3135.564853556485,5.610410670782514,45.235405196588275,0.11883692643973981,0.02647500773242896,2.743179374311725,0.21359061758835013,0.20505333268691264,0.8248352770907117,0.009570618560046094,0.2222007042253521,male
2003.1458170094056,2156.371094269368,845.2514567734199,145.3852185544503,320.5362771175105,3575.8367798773083,3255.300502759798,9.545291049741335,142.91042486136246,0.11861099666508601,0.031359413430527214,2.841659052181011,0.23008333562420344,0.2285940937480508,0.786435574546685,0.009268358772093076,0.20178571428571426,male
1328.2332565157997,1884.060334274793,405.6804733727811,106.50887573964498,156.92307692307693,1521.4201183431953,1364.4970414201184,8.653984880700042,117.39101565307723,0.07899010668097026,0.01571641549127471,2.677402184605797,0.18656698973482294,0.21550287073935903,0.5300406196509214,0.01289333486931532,0.15221726190476192,male
1871.7145366747436,1902.1541871916781,985.0031955529792,130.7947265944323,419.25655088360753,2899.837992895468,2480.5814420118604,4.690565841801768,31.335229065466702,0.14520396003987024,0.02004499803252769,2.734491607662881,0.24713340491491376,0.21734350337358532,0.945765784633439,0.008350086883804824,0.25276946107784437,male
1494.0408735294934,1529.3398286901634,810.6,128.20000000000002,365.20000000000005,2328.4,1963.2,5.027271536550479,41.26482454212519,0.07755297136495996,0.014500557929245815,2.8456418256994875,0.1749574889516106,0.19649181831002838,0.6202223058494153,0.01254321943004999,0.13124371859296483,male
1494.0408735294934,1529.3398286901634,810.6,128.20000000000002,365.20000000000005,2328.4,1963.2,5.027271536550479,41.26482454212519,0.07755297136495996,0.014500557929245815,2.8456418256994875,0.1749574889516106,0.19649181831002838,0.6202223058494153,0.01254321943004999,0.13124371859296483,male
1692.983321328806,1914.5071976718618,750.077519379845,99.53488372093022,315.3488372093023,2645.5813953488373,2330.232558139535,5.969268619982361,50.26897200037613,0.11805772841051314,0.01438592523157652,2.748961036491065,0.20251258804190314,0.19774258895822988,0.716703435103937,0.00920499376361589,0.1921875,male
1843.708937201696,2129.3236402236894,642.6364572605561,138.60786333070817,289.8164415096626,3150.1787120615495,2860.362270551887,7.868112904057052,89.35026330428488,0.11570815978990132,0.041210944654534246,2.828487650235349,0.2177064721718586,0.21476989733824434,0.7047455125767,0.009570256306831516,0.19122950819672133,male
1635.6950516704514,2013.5046467031545,580.7883842323154,119.03761924761504,239.35521289574208,2536.2692746145076,2296.9140617187654,7.166607608542438,74.45804648158492,0.09988291816383384,0.027339436425599467,2.702241586486388,0.21047140805598483,0.21211258842672542,0.5858838183006598,0.011544550575046775,0.18379032258064512,male
1909.8277247445671,1859.9905407049325,1156.6265060240962,271.2588001067301,448.92346216210666,3147.3902424006073,2698.4667802385006,4.720506949389585,34.57376005973427,0.147747183979975,0.008898757950354545,2.743038563590327,0.23590055127882492,0.203152862075798,0.9247214953836623,0.008251242951867575,0.24818749999999998,male
1516.1222600618696,1662.1890214424866,750.0,133.0,292.75,2231.0,1938.25,7.640439590910024,89.14711763534052,0.07052054061287304,0.016759594799631457,2.9079251597306865,0.17255758631544318,0.1981089539171629,0.5543103803698683,0.013047296056771567,0.12311320754716983,male
1516.1222600618696,1662.1890214424866,750.0,133.0,292.75,2231.0,1938.25,7.640439590910024,89.14711763534052,0.07052054061287304,0.016759594799631457,2.9079251597306865,0.17255758631544318,0.1981089539171629,0.5543103803698683,0.013047296056771567,0.12311320754716983,male
1871.2565110767105,2050.929343141379,913.3159268929503,92.9503916449086,410.443864229765,3321.1488250652737,2910.7049608355087,5.433780652211006,43.21076269172408,0.154726741760534,0.02806404970697642,2.847065228652643,0.23614725465204553,0.19251217808632862,0.8501464917691947,0.007621011086417643,0.23093333333333332,male
2028.1152103141735,2161.894993011891,814.087162799185,143.5479456220918,363.0059913019677,3953.1644414707584,3590.1584501687908,8.368166619416595,106.52832655222086,0.16883759019762357,0.037276895648724696,2.9818179026600355,0.25844698676100875,0.20299475721759705,0.7987969173638005,0.009354198923627781,0.24398148148148147,male
1713.3286906857334,2212.2766184934985,593.1232091690543,115.1862464183381,320.91690544412603,1931.805157593123,1610.888252148997,8.576262531536566,118.55154449148061,0.12876389604652874,0.03428428409894843,2.8407652965050443,0.21898419464373506,0.1934083506025633,0.6053714870342766,0.00917356092312302,0.21636029411764704,male
2218.906776158686,2159.293546916779,1086.6114914342154,481.1825210313,494.80603521678415,3547.563093900071,3052.757058683287,4.62261913249302,30.76661061941298,0.1715512446113197,0.021350803283147163,2.8898063472159645,0.26068638677725287,0.1845290314531918,0.9596336142372311,0.009026146835758654,0.28520833333333334,male
1445.3032560531835,1605.659541895725,746.3333333333333,125.33333333333333,389.66666666666663,2010.0,1620.3333333333335,7.111505855731381,75.16661258139949,0.0733059181119256,0.023839932362081543,2.9063050333864022,0.17819177601477892,0.20367094481785397,0.556964571142088,0.010987392569322412,0.11945378151260505,male
1445.3032560531835,1605.659541895725,746.3333333333333,125.33333333333333,389.66666666666663,2010.0,1620.3333333333335,7.111505855731381,75.16661258139949,0.0733059181119256,0.023839932362081543,2.9063050333864022,0.17819177601477892,0.20367094481785397,0.556964571142088,0.010987392569322412,0.11945378151260505,male
2016.3683743488396,2136.0259194875925,1010.6995884773663,199.72565157750344,380.24691358024694,3296.2962962962965,2916.0493827160494,4.997432698617368,34.59493124289491,0.13238770685579196,0.02134313733090189,2.7572091554149205,0.21675670010773807,0.20171337127133881,0.8332573920004237,0.009234606646930611,0.21875,male
2222.2256369426873,2238.728838481238,1037.5333752827332,122.99110559344227,366.79648305300924,4116.3925783575105,3749.5960953045014,7.456489106950582,79.05703467072536,0.16134037409775917,0.031058421898048427,2.8360873548373484,0.2552779270837557,0.2229473801847263,0.8621929354155939,0.0099362364746986,0.24121575342465754,male
1636.2381344732917,2006.3789370578374,526.9103698177555,116.68519054216593,224.11351836908696,2769.01996011023,2544.9064417411428,9.50963202292938,135.59604106363966,0.09873538241820683,0.02161347343794867,2.707517196610423,0.21323170836718242,0.21817958381830746,0.6734253297280793,0.010558179952220147,0.19108895705521473,male
1915.9821886289667,1968.3358379674207,959.880985106968,130.65765430701316,457.68988211704215,3022.4608269594605,2564.7709448424184,4.166199414232699,24.01299360841743,0.15666642126187147,0.02202253450198401,2.657885365945523,0.2583142060497245,0.20802762840803551,1.0173070879642068,0.008751853667308088,0.2789705882352941,male
1534.3604787193324,1584.5622715870031,837.0,12.600000000000001,395.8,2389.4,1993.6000000000001,5.082393698766615,38.69477196928322,0.069282583128408,0.013452693134487805,2.852730151427247,0.16927113030449,0.1982972994976449,0.5172716557625233,0.015407598639620717,0.10428391959798995,male
1534.3604787193324,1584.5622715870031,837.0,12.600000000000001,395.8,2389.4,1993.6000000000001,5.082393698766615,38.69477196928322,0.069282583128408,0.013452693134487805,2.852730151427247,0.16927113030449,0.1982972994976449,0.5172716557625233,0.015407598639620717,0.10428391959798995,male
